t;Euler;RK2;RK4;Real
0,00;1;1;1;1
0,01;1;0,9999;0,999900009998917;0,999900009999
0,02;0,9998;0,999600139965006;0,999600159935692;0,999600159936026
0,03;0,999400159984;0,999100779409389;0,999100809270907;0,999100809271656
0,04;0,998800879576134;0,998402516315001;0,998402555909216;0,998402555910543
0,05;0,998002797018501;0,997506185343076;0,997506234411899;0,997506234413965
0,06;0,997006787435644;0,996412855344899;0,996412913508398;0,996412913511359
0,07;0,995813960394613;0,995123826185065;0,995123892920662;0,995123892924669
0,08;0,994425656773409;0,993640624894898;0,993640699517854;0,993640699523052
0,09;0,99284344495445;0,991965001177173;0,991965082822556;0,991965082829084
0,10;0,99106911636331;0,9900989222867;0,990099009893;0,99009900990099
0,11;0,989104680376492;0,988044567314487;0,988044659609041;0,988044659618615
0,12;0,986952358625258;0,985804320906167;0,985804416392514;0,985804416403785
0,13;0,984614578725588;0,983380766448036;0,983380863395325;0,983380863408398
0,14;0,982093967467126;0,980776678756456;0,980776775190995;0,980776775205963
0,15;0,979393343496507;0,977995016308503;0,977995110007504;0,97799511002445
0,16;0,976515709532652;0,975038913053494;0,975039001541067;0,975039001560062
0,17;0,973464244153567;0,971911669846546;0,971911750391958;0,971911750413063
0,18;0,970242293195772;0,968616745546457;0,968616815164651;0,968616815187912
0,19;0,966853360808751;0,965157747821047;0,965157803275386;0,96515780330084
0,20;0,963301100207784;0,961538423703587;0,961538461510792;0,961538461538461
0,21;0,959589304169138;0,957762649944174;0,957762666381367;0,957762666411263
0,22;0,955721895311899;0,953834423199772;0,953834414313549;0,95383441434567
0,23;0,951702916210714;0,949757850106251;0,94975781172367;0,949757811758002
0,24;0,947536519383383;0,945537137275064;0,945537065016434;0,94553706505295
0,25;0,94322695719667;0,941176581256246;0,941176470549574;0,941176470588235
0,26;0,938778571732758;0,936680558508229;0,936680404605177;0,936680404645935
0,27;0,934195784657686;0,932053515413532;0,932053313406738;0,932053313449529
0,28;0,929483087131696;0,927299958377766;0,927299703219342;0,927299703264095
0,29;0,924645029799819;0,922424444047572;0,922424130568626;0,922424130615257
0,30;0,919686212899244;0,917431569681135;0,917431192612134;0,91743119266055
0,31;0,914611276518063;0,912325963702833;0,912325517694633;0,912325517744731
0,32;0,909424891037832;0,907112276471335;0,907111756116691;0,90711175616836
0,33;0,904131747790221;0,901795171288161;0,901794571143561;0,901794571196681
0,34;0,898736549955631;0,896379315671372;0,896378630279009;0,896378630333453
0,35;0,893244003729293;0,89086937291661;0,890868596826327;0,89086859688196
0,36;0,887658809777905;0,885269993965288;0,885269121756349;0,885269121813031
0,37;0,881985655007355;0,879585809597319;0,879584835899842;0,879584835957428
0,38;0,876229204659628;0,873821422963315;0,873820342479236;0,873820342537574
0,39;0,87039409475448;0,867981402468849;0,867980209992273;0,867980210051211
0,40;0,864484924889049;0,862070275021025;0,862068965457863;0,862068965517241
0,41;0,858506251406166;0,85609251964536;0,856091088032113;0,856091088091773
0,42;0,852462580939797;0,850052561478777;0,850051003000403;0,850051003060184
0,43;0,846358364343816;0,84395476614247;0,843953076149225;0,843953076208963
0,44;0,840197991008121;0,837803434496373;0,837801608519555;0,837801608579088
0,45;0,833985783564093;0,831602797775115;0,831600831541665;0,831600831600832
0,46;0,82772599297941;0,825357013103594;0,825354902549483;0,825354902608121
0,47;0,821422794040436;0,819070159388637;0,819067900671019;0,81906790072897
0,48;0,815080281218685;0,812746233581743;0,812743823089836;0,812743823146944
0,49;0,808702464916302;0,806389147306483;0,80638658167117;0,80638658172728
0,50;0,802293268084038;0,8000027238429;0,799999999945038;0,8
0,51;0,795856523203908;0,793590695460118;0,793587810437564;0,793587810491231
0,52;0,789395969627541;0,787156701087353;0,787153652340717;0,787153652392947
0,53;0,782915251260153;0,780704284312658;0,780701069509809;0,780701069560465
0,54;0,776417914579202;0,774236891697967;0,774233508777312;0,774233508826262
0,55;0,769907406975943;0,767757871398342;0,767754318570925;0,767754318618042
0,56;0,763387075407463;0,761270472072839;0,761266747823289;0,761266747868453
0,57;0,756860165346192;0,754777842073928;0,754773945160315;0,754773945203411
0,58;0,75032982001347;0,748283028902126;0,74827895835477;0,74827895839569
0,59;0,743799079883373;0,741788978912247;0,74178473403153;0,741784734070173
0,60;0,737270882442796;0,735298537257538;0,735294117610789;0,735294117647059
0,61;0,730748062193621;0,728814448057904;0,72880985347541;0,728809853509219
0,62;0,724233350882744;0,722339354778477;0,722334585348681;0,722334585379948
0,63;0,717729377945761;0,715875800804813;0,715870856868765;0,715870856897415
0,64;0,711238671150185;0,70942623020121;0,709421112346338;0,709421112372304
0,65;0,704763657424239;0,702992988638813;0,702987697692068;0,70298769771529
0,66;0,698306663857501;0,696578324480439;0,696572861500892;0,696572861521315
0,67;0,691869918859902;0,690184390009365;0,690178756280303;0,690178756297881
0,68;0,685455553465951;0,68381324278966;0,683807439810253;0,683807439824945
0,69;0,67906560277138;0,677466847146003;0,677460876622601;0,677460876634374
0,70;0,672702007489812;0,671147075751375;0,671140939588489;0,671140939597315
0,71;0,66636661561748;0,664855711311392;0,664849411602412;0,66484941160827
0,72;0,660061184194465;0,658594448334516;0,658587987352234;0,65858798735511
0,73;0,65378738115139;0,652364894977866;0,652358275164836;0,65235827516472
0,74;0,647546787231;0,646168574958761;0,646161798917558;0,646161798914448
0,75;0,641340897974532;0,640006929522684;0,640000000006102;0,64
0,76;0,635171125763311;0,633881319458766;0,633874239359999;0,633874239350912
0,77;0,629038801906459;0,627793027154428;0,627785799497274;0,627785799485215
0,78;0,622945178766178;0,621743258681262;0,621735886610387;0,621735886595374
0,79;0,616891431912509;0,615733145904741;0,615725632676032;0,615725632658087
0,80;0,610878662299989;0,609763748610772;0,609756097581826;0,609756097560975
0,81;0,604907898459135;0,603836056642632;0,603828271263385;0,603828271239659
0,82;0,598980098696119;0,597950992042201;0,597943075845748;0,597943075819182
0,83;0,593096153294521;0,592109411189921;0,592101367783527;0,592101367754159
0,84;0,587256886713445;0,586312106938259;0,586303939994605;0,586303939962476
0,85;0,581463059776774;0,580559810733937;0,580551523982595;0,58055152394775
0,86;0,575715371848729;0,574853194724529;0,574844791943698;0,574844791906185
0,87;0,570014462991343;0,569192873845438;0,56918435885395;0,56918435881382
0,88;0,564360916099807;0,563579407883623;0,563570784533228;0,563570784490532
0,89;0,558755259012077;0,558013303514788;0,558004575682726;0,55800457563752
0,90;0,553197966589446;0,55249501631109;0,552486187892963;0,552486187845304
0,91;0,54768946276515;0,547024952716719;0,547016027619661;0,547016027569608
0,92;0,542230122558393;0,541603471989022;0,541594454125177;0,54159445407279
0,93;0,536820274051495;0,536230888103109;0,536221781383416;0,536221781328757
0,94;0,531460200328126;0,530907471618156;0,530898279946441;0,530898279889573
0,95;0,526150141370909;0,525633451503858;0,525624178771233;0,52562417871222
0,96;0,520890295916881;0,520409016925737;0,520399667005305;0,520399666944213
0,97;0,515680823269578;0,5152343189882;0,515224895730065;0,515224895666958
0,98;0,510521845066711;0,510109472434485;0,510099979661055;0,510099979596001
0,99;0,505413447002621;0,50503455730278;0,505024998804373;0,505024998737437
1,00;0,500355680504882;0,500009620538023;0,500000000068751;0,5
1,01;0,495348564364612;0,495034677558993;0,495024998832936;0,495024998762437
1,02;0,490392086320206;0,490109713780528;0,49009998046818;0,490099980396
1,03;0,485486204594366;0,485234686090766;0,485224901815751;0,485224901741957
1,04;0,480630849384427;0,480409524283492;0,480399692619539;0,480399692544196
1,05;0,475825924306123;0,475634132445753;0,475624256913923;0,475624256837098
1,06;0,471071307791045;0,470908390301027;0,470898474367184;0,470898474288943
1,07;0,466366854438137;0,466232154508307;0,466222201580827;0,466222201501235
1,08;0,461712396319681;0,461605259917576;0,46159527334528;0,461595273264401
1,09;0,457107744242311;0,457027520782194;0,457017503852497;0,457017503770394
1,10;0,452552688963662;0,452498731928798;0,452488687866068;0,452488687782805
1,11;0,448047002365321;0,448018669885395;0,448008601849515;0,448008601765154
1,12;0,443590438582827;0,443587093968346;0,443577005053462;0,443577004968062
1,13;0,4391827350935;0,439203747329015;0,439193640562463;0,439193640476086
1,14;0,434823613762925;0,434868357960875;0,43485823630229;0,434858236214994
1,15;0,430512781850967;0,430580639667921;0,430570506008501;0,430570505920344
1,16;0,426249932978215;0,426340292995242;0,426330150157174;0,426330150068212
1,17;0,422034748053772;0,42214700612265;0,422136856858674;0,422136856768964
1,18;0,417866896165355;0,418000455722261;0,417990302715382;0,417990302624979
1,19;0,413746035432659;0,413900307780965;0,413890153644291;0,413890153553247
1,20;0,409671813824956;0,409846218388701;0,409836065665403;0,40983606557377
1,21;0,405643869943933;0,405837834493492;0,40582768565688;0,405827685564709
1,22;0,401661833772734;0,401874794624165;0,40186465207787;0,401864651985211
1,23;0,397725327392218;0,397956729581714;0,397946595659974;0,397946595566875
1,24;0,393833965665407;0,394083263100238;0,394073140068271;0,394073139974779
1,25;0,389987356891115;0,390254012478392;0,390243902532864;0,390243902439024
1,26;0,386185103427742;0,386468589182285;0,386458494451848;0,386458494357706
1,27;0,382426802288183;0,382726599420737;0,382716521966651;0,382716521872249
1,28;0,378712045706831;0,379027644693814;0,37901758651063;0,379017586416009
1,29;0,375040421679606;0,375371322315531;0,375361285331838;0,37536128523704
1,30;0,371411514477951;0,371757225911615;0,371747211990846;0,37174721189591
1,31;0,367824905137694;0,368184945893188;0,368174956834478;0,368174956739442
1,32;0,364280171923698;0,364654069907239;0,364644107446324;0,364644107351225
1,33;0,360776890771159;0,3611641832647;0,361154249074865;0,361154248979739
1,34;0,357314635704433;0,357714869346971;0,357704965040033;0,357704964944913
1,35;0,353892979234219;0,354305709991672;0,354295837118994;0,354295837023915
1,36;0,350511492733935;0,350936285858425;0,350926445911964;0,350926445816956
1,37;0,347169746796086;0,347606176775412;0,34759637118879;0,347596371093885
1,38;0,343867311569407;0,344314962067473;0,344305192217069;0,344305192122297
1,39;0,340603757077546;0,341062220866449;0,34105248807251;0,3410524879779
1,40;0,337378653520024;0,337847532404486;0,33783783793226;0,337837837837838
1,41;0,334191571556196;0,334670476290993;0,334660821351862;0,334660821257655
1,42;0,331042082572919;0,331530632773902;0,331521018526535;0,331521018432568
1,43;0,327929758936587;0,328427582985884;0,328418010537395;0,328418010443692
1,44;0,324854174230216;0,325360909176157;0,325351379583263;0,325351379489849
1,45;0,321814903476189;0,322330194928475;0,322320709198664;0,32232070910556
1,46;0,318811523345307;0,3193350253659;0,319325584458592;0,319325584365819
1,47;0,315843612352709;0,316374987342915;0,316365592170627;0,316365592078205
1,48;0,312910751041267;0,313449669625437;0,313440321054939;0,313440320962888
1,49;0,310012522152997;0,310558663059252;0,310549361912722;0,310549361821061
1,50;0,307148510789026;0,307701560727388;0,307692307783561;0,307692307692307
1,51;0,304318304558628;0,304877958096926;0,304868754092232;0,304868754001402
1,52;0,301521493717847;0,30208745315572;0,302078298785412;0,302078298695021
1,53;0,298757671298163;0,299329646539484;0,299320542458758;0,299320542368822
1,54;0,296026433225682;0,296604141649702;0,296595088474802;0,296595088385336
1,55;0,293327378431298;0,293910544762768;0,293901543072084;0,2939015429831
1,56;0,290660108952239;0,29124846513079;0,291239515465934;0,291239515377446
1,57;0,288024230025432;0,288617515074432;0,288608617941309;0,288608617853329
1,58;0,285419350173065;0,286017310068196;0,286008465938051;0,286008465850589
1,59;0,282845081280743;0,283447468818485;0,283438678128937;0,283438678042005
1,60;0,280301038668594;0,280907613334821;0,280898876490887;0,280898876404494
1,61;0,277786841155675;0,278397368994541;0,278388686369633;0,278388686283789
1,62;0,275302111118036;0,275916364601304;0,275907736538216;0,27590773645293
1,63;0,272846474540728;0,273464232437715;0,273455659249586;0,273455659164866
1,64;0,270419561064108;0,271040608312358;0,271032090283626;0,271032090199479
1,65;0,268021004024708;0,268645131601542;0,268636668988871;0,268636668905305
1,66;0,265650440490961;0,26627744528602;0,266269038319212;0,266269038236234
1,67;0,263307511294064;0,263937195982942;0,263928844865832;0,263928844783446
1,68;0,260991861054234;0,261624033973304;0,261615738884633;0,261615738802846
1,69;0,258703138202606;0,259337613225131;0,259329374319403;0,25932937423822
1,70;0,256440994999009;0,257077591412615;0,257069408820935;0,25706940874036
1,71;0,254205087545863;0,254843629931448;0,254835503762336;0,254835503682373
1,72;0,251995075798393;0,252635393910533;0,25262732425073;0,252627324171382
1,73;0,249810623571397;0,250452552220313;0,250444539135554;0,250444539056826
1,74;0,247651398542737;0,248294777477869;0,248286821013651;0,248286820935544
1,75;0,245517072253771;0,246161746049005;0,246153846231328;0,246153846153846
1,76;0,243407320106888;0,244053138047478;0,244045294883572;0,244045294806716
1,77;0,241321821360336;0,24196863733155;0,241960850810579;0,241960850734351
1,78;0,239260259120486;0,239907931498015;0,239900201591767;0,239900201516169
1,79;0,237222320331726;0,237870711873861;0,237863038537421;0,237863038462453
1,80;0,23520769576409;0,23585667350571;0,235849056678109;0,235849056603773
1,81;0,23321607999881;0,233865515147176;0,233857954752032;0,233857954678328
1,82;0,231247171411896;0,231896939244273;0,231889435190408;0,231889435117336
1,83;0,229300672155885;0,229950651919005;0,229943204101045;0,229943204028605
1,84;0,227376288139894;0,22802636295125;0,228018971250211;0,228018971178402
1,85;0,225473729008069;0,226123785759055;0,226116450042913;0,226116449971735
1,86;0,223592708116575;0,224242637377463;0,224235357501707;0,224235357431159
1,87;0,221732942509203;0,222382638435961;0,222375414244127;0,222375414174209
1,88;0,219894152891716;0,220543513134651;0,220536344458846;0,220536344389555
1,89;0,218076063605019;0,218724989219247;0,218717875880655;0,21871787581199
1,90;0,216278402597259;0,216926797954982;0,216919739764353;0,216919739696312
1,91;0,214500901394918;0,215148674099506;0,215141670857633;0,215141670790215
1,92;0,212743295073008;0,213390355874863;0,213383407373045;0,213383407306248
1,93;0,211005322224425;0,211651584938618;0,211644690959108;0,211644690892929
1,94;0,209286724928553;0,209932106354213;0,209925266670652;0,209925266605088
1,95;0,207587248719178;0,208231668560618;0,208224882938453;0,208224882873503
1,96;0,205906642551777;0,206550023341337;0,206543291538232;0,206543291473893
1,97;0,204244658770256;0,20488692579284;0,20488024755907;0,204880247495339
1,98;0,202601053073191;0,203242134292481;0,203235509371313;0,203235509308186
1,99;0,200975584479619;0,201615410465943;0,201608838594006;0,201608838531481
